actor,domain,option_a_id,option_b_id,probability_a,count_a,count_b,total_responses,split
deepseek-v3.2-or,religions,57,90,0.2,4,16,20,train
deepseek-v3.2-or,religions,5,15,0,0,20,20,train
deepseek-v3.2-or,religions,92,123,0.1,2,18,20,train
deepseek-v3.2-or,religions,100,154,0.9,18,2,20,train
deepseek-v3.2-or,religions,38,77,0.1,2,18,20,train
deepseek-v3.2-or,religions,101,115,0.7,14,6,20,train
deepseek-v3.2-or,religions,77,146,0.95,19,1,20,train
deepseek-v3.2-or,religions,75,148,0.95,19,1,20,train
deepseek-v3.2-or,religions,86,122,0.2,4,16,20,train
deepseek-v3.2-or,religions,46,123,0.85,17,3,20,train
deepseek-v3.2-or,religions,83,100,0.95,19,1,20,train
deepseek-v3.2-or,religions,31,68,0.1,2,18,20,train
deepseek-v3.2-or,religions,43,92,1,20,0,20,train
deepseek-v3.2-or,religions,162,165,0,0,20,20,train
deepseek-v3.2-or,religions,15,49,0.1,2,18,20,train
deepseek-v3.2-or,religions,107,136,0.3,6,14,20,train
deepseek-v3.2-or,religions,49,112,0.6,12,8,20,train
deepseek-v3.2-or,religions,22,111,0.1,2,18,20,train
deepseek-v3.2-or,religions,69,101,0.15,3,17,20,train
deepseek-v3.2-or,religions,40,135,0.15,3,17,20,train
deepseek-v3.2-or,religions,25,107,0.85,17,3,20,train
deepseek-v3.2-or,religions,80,109,0.05,1,19,20,train
deepseek-v3.2-or,religions,11,144,0.9,18,2,20,train
deepseek-v3.2-or,religions,53,139,0.35,7,13,20,train
deepseek-v3.2-or,religions,69,152,0.9,18,2,20,train
deepseek-v3.2-or,religions,94,117,0.75,15,5,20,train
deepseek-v3.2-or,religions,5,151,0.4,8,12,20,train
deepseek-v3.2-or,religions,22,80,0.3,6,14,20,train
deepseek-v3.2-or,religions,23,53,0,0,20,20,train
deepseek-v3.2-or,religions,60,153,0.15,3,17,20,train
deepseek-v3.2-or,religions,77,123,0.8,16,4,20,train
deepseek-v3.2-or,religions,78,111,0.1,2,18,20,train
deepseek-v3.2-or,religions,21,110,0.2,4,16,20,train
deepseek-v3.2-or,religions,26,100,0.9,18,2,20,train
deepseek-v3.2-or,religions,46,92,0.95,19,1,20,train
deepseek-v3.2-or,religions,120,130,0,0,20,20,train
deepseek-v3.2-or,religions,1,67,0.05,1,19,20,train
deepseek-v3.2-or,religions,17,167,0.25,5,15,20,train
deepseek-v3.2-or,religions,38,88,0.8,16,4,20,train
deepseek-v3.2-or,religions,70,78,0,0,20,20,train
deepseek-v3.2-or,religions,94,143,0.8,16,4,20,train
deepseek-v3.2-or,religions,72,94,0.9,18,2,20,train
deepseek-v3.2-or,religions,104,143,0.85,17,3,20,train
deepseek-v3.2-or,religions,46,135,0.15,3,17,20,train
deepseek-v3.2-or,religions,19,100,0.85,17,3,20,train
deepseek-v3.2-or,religions,30,94,0.15,3,17,20,train
deepseek-v3.2-or,religions,39,126,0.25,5,15,20,train
deepseek-v3.2-or,religions,104,126,0.7,14,6,20,train
deepseek-v3.2-or,religions,9,121,0.4,8,12,20,train
deepseek-v3.2-or,religions,24,109,0.15,3,17,20,train
deepseek-v3.2-or,religions,112,151,0.3,6,14,20,train
deepseek-v3.2-or,religions,78,110,0.25,5,15,20,train
deepseek-v3.2-or,religions,42,151,0.85,17,3,20,train
deepseek-v3.2-or,religions,14,125,0.8,16,4,20,train
deepseek-v3.2-or,religions,7,38,0.3,6,14,20,train
deepseek-v3.2-or,religions,30,86,0.75,15,5,20,train
deepseek-v3.2-or,religions,144,149,0.05,1,19,20,train
deepseek-v3.2-or,religions,14,157,0.35,7,13,20,train
deepseek-v3.2-or,religions,10,144,0.85,17,3,20,train
deepseek-v3.2-or,religions,152,153,0,0,20,20,train
deepseek-v3.2-or,religions,54,161,1,20,0,20,train
deepseek-v3.2-or,religions,156,167,0,0,20,20,train
deepseek-v3.2-or,religions,97,105,0,0,20,20,train
deepseek-v3.2-or,religions,100,162,0,0,20,20,train
deepseek-v3.2-or,religions,91,140,0.7,14,6,20,train
deepseek-v3.2-or,religions,143,153,0,0,20,20,train
deepseek-v3.2-or,religions,10,49,0.15,3,17,20,train
deepseek-v3.2-or,religions,39,102,0.35,7,13,20,train
deepseek-v3.2-or,religions,25,167,0.3,6,14,20,train
deepseek-v3.2-or,religions,15,62,0.9,18,2,20,train
deepseek-v3.2-or,religions,85,131,0.05,1,19,20,train
deepseek-v3.2-or,religions,23,110,0.3,6,14,20,train
deepseek-v3.2-or,religions,10,150,0.5,10,10,20,train
deepseek-v3.2-or,religions,20,156,0.85,17,3,20,train
deepseek-v3.2-or,religions,51,134,0.6,12,8,20,train
deepseek-v3.2-or,religions,68,151,0.85,17,3,20,train
deepseek-v3.2-or,religions,39,94,1,20,0,20,train
deepseek-v3.2-or,religions,24,120,0.95,19,1,20,train
deepseek-v3.2-or,religions,105,154,0.7,14,6,20,train
deepseek-v3.2-or,religions,46,149,0.9,18,2,20,train
deepseek-v3.2-or,religions,22,79,0.05,1,19,20,train
deepseek-v3.2-or,religions,88,147,0.2,4,16,20,train
deepseek-v3.2-or,religions,100,105,0,0,20,20,train
deepseek-v3.2-or,religions,20,167,0.2,4,16,20,train
deepseek-v3.2-or,religions,128,161,0.45,9,11,20,train
deepseek-v3.2-or,religions,133,161,0.9,18,2,20,train
deepseek-v3.2-or,religions,67,141,0.85,17,3,20,train
deepseek-v3.2-or,religions,5,101,0.15,3,17,20,train
deepseek-v3.2-or,religions,108,132,0.6,12,8,20,train
deepseek-v3.2-or,religions,99,122,0.7,14,6,20,train
deepseek-v3.2-or,religions,31,117,0.45,9,11,20,train
deepseek-v3.2-or,religions,108,124,0.65,13,7,20,train
deepseek-v3.2-or,religions,114,129,0.05,1,19,20,train
deepseek-v3.2-or,religions,83,157,0.75,15,5,20,train
deepseek-v3.2-or,religions,38,65,0.9,18,2,20,train
deepseek-v3.2-or,religions,118,154,0.25,5,15,20,train
deepseek-v3.2-or,religions,109,120,0.85,17,3,20,train
deepseek-v3.2-or,religions,33,86,1,20,0,20,train
deepseek-v3.2-or,religions,78,158,1,20,0,20,train
deepseek-v3.2-or,religions,79,148,0.95,19,1,20,train
deepseek-v3.2-or,religions,69,140,0.95,19,1,20,train
deepseek-v3.2-or,religions,64,151,0.15,3,17,20,train
deepseek-v3.2-or,religions,38,60,0.9,18,2,20,train
deepseek-v3.2-or,religions,67,145,0.9,18,2,20,train
deepseek-v3.2-or,religions,52,75,0.95,19,1,20,train
deepseek-v3.2-or,religions,26,74,0.7,14,6,20,train
deepseek-v3.2-or,religions,145,152,0,0,20,20,train
deepseek-v3.2-or,religions,107,130,0.65,13,7,20,train
deepseek-v3.2-or,religions,58,144,0.3,6,14,20,train
deepseek-v3.2-or,religions,8,59,0.7,14,6,20,train
deepseek-v3.2-or,religions,68,126,0.15,3,17,20,train
deepseek-v3.2-or,religions,55,79,1,20,0,20,train
deepseek-v3.2-or,religions,67,147,0.95,19,1,20,train
deepseek-v3.2-or,religions,35,95,0.2,4,16,20,train
deepseek-v3.2-or,religions,8,83,0.15,3,17,20,train
deepseek-v3.2-or,religions,33,131,0.15,3,17,20,train
deepseek-v3.2-or,religions,44,146,0.9,18,2,20,train
deepseek-v3.2-or,religions,79,107,0.6,12,8,20,train
deepseek-v3.2-or,religions,80,110,0,0,20,20,train
deepseek-v3.2-or,religions,68,69,0.05,1,19,20,train
deepseek-v3.2-or,religions,14,154,0.6,12,8,20,train
deepseek-v3.2-or,religions,30,39,0.05,1,19,20,train
deepseek-v3.2-or,religions,91,145,0.85,17,3,20,train
deepseek-v3.2-or,religions,10,151,0.2,4,16,20,train
deepseek-v3.2-or,religions,80,107,0.85,17,3,20,train
deepseek-v3.2-or,religions,14,97,0.7,14,6,20,train
deepseek-v3.2-or,religions,24,164,0.7,14,6,20,train
deepseek-v3.2-or,religions,40,112,0.8,16,4,20,train
deepseek-v3.2-or,religions,5,40,0,0,20,20,train
deepseek-v3.2-or,religions,132,149,1,20,0,20,train
deepseek-v3.2-or,religions,15,69,0.95,19,1,20,train
deepseek-v3.2-or,religions,111,162,0.75,15,5,20,train
deepseek-v3.2-or,religions,18,92,0.85,17,3,20,train
deepseek-v3.2-or,religions,1,122,0.1,2,18,20,train
deepseek-v3.2-or,religions,133,164,0.35,7,13,20,train
deepseek-v3.2-or,religions,75,132,0.1,2,18,20,train
deepseek-v3.2-or,religions,47,61,1,20,0,20,train
deepseek-v3.2-or,religions,143,145,0.05,1,19,20,train
deepseek-v3.2-or,religions,19,78,0.2,4,16,20,train
deepseek-v3.2-or,religions,86,103,0,0,20,20,train
deepseek-v3.2-or,religions,94,129,0,0,20,20,train
deepseek-v3.2-or,religions,25,165,0.5,10,10,20,train
deepseek-v3.2-or,religions,40,151,0.9,18,2,20,train
deepseek-v3.2-or,religions,30,32,0,0,20,20,train
deepseek-v3.2-or,religions,107,139,0,0,20,20,train
deepseek-v3.2-or,religions,13,146,0.95,19,1,20,train
deepseek-v3.2-or,religions,52,110,0.45,9,11,20,train
deepseek-v3.2-or,religions,117,147,0.55,11,9,20,train
deepseek-v3.2-or,religions,118,163,0.1,2,18,20,train
deepseek-v3.2-or,religions,8,157,0.1,2,18,20,train
deepseek-v3.2-or,religions,22,130,0.75,15,5,20,train
deepseek-v3.2-or,religions,20,25,0,0,20,20,train
deepseek-v3.2-or,religions,60,119,0.35,7,13,20,train
deepseek-v3.2-or,religions,97,127,0.15,3,17,20,train
deepseek-v3.2-or,religions,30,117,0.3,6,14,20,train
deepseek-v3.2-or,religions,26,162,1,20,0,20,train
deepseek-v3.2-or,religions,30,56,0.95,19,1,20,train
deepseek-v3.2-or,religions,27,124,0.65,13,7,20,train
deepseek-v3.2-or,religions,8,108,0.1,2,18,20,train
deepseek-v3.2-or,religions,11,108,0.2,4,16,20,train
deepseek-v3.2-or,religions,30,104,0.15,3,17,20,train
deepseek-v3.2-or,religions,56,114,0.15,3,17,20,train
deepseek-v3.2-or,religions,19,81,0.05,1,19,20,train
deepseek-v3.2-or,religions,30,37,0,0,20,20,train
deepseek-v3.2-or,religions,55,78,0.95,19,1,20,train
deepseek-v3.2-or,religions,38,151,0.35,7,13,20,train
deepseek-v3.2-or,religions,16,60,0.9,18,2,20,train
deepseek-v3.2-or,religions,78,163,0.45,9,11,20,train
deepseek-v3.2-or,religions,94,101,0,0,20,20,train
deepseek-v3.2-or,religions,60,152,0.2,4,16,20,train
deepseek-v3.2-or,religions,20,110,0.4,8,12,20,train
deepseek-v3.2-or,religions,2,131,0.2,4,16,20,train
deepseek-v3.2-or,religions,46,144,0.9,18,2,20,train
deepseek-v3.2-or,religions,101,147,0.75,15,5,20,train
deepseek-v3.2-or,religions,29,114,0.2,4,16,20,train
deepseek-v3.2-or,religions,51,160,0.95,19,1,20,train
deepseek-v3.2-or,religions,0,30,0.15,3,17,20,train
deepseek-v3.2-or,religions,52,163,1,20,0,20,train
deepseek-v3.2-or,religions,72,113,0.75,15,5,20,train
deepseek-v3.2-or,religions,34,95,0.25,5,15,20,train
deepseek-v3.2-or,religions,146,150,0,0,20,20,train
deepseek-v3.2-or,religions,158,162,0.15,3,17,20,train
deepseek-v3.2-or,religions,125,157,0.35,7,13,20,train
deepseek-v3.2-or,religions,52,136,0.7,14,6,20,train
deepseek-v3.2-or,religions,2,28,0.9,18,2,20,train
deepseek-v3.2-or,religions,31,141,0.95,19,1,20,train
deepseek-v3.2-or,religions,67,99,0.35,7,13,20,train
deepseek-v3.2-or,religions,131,159,0.75,15,5,20,train
deepseek-v3.2-or,religions,61,157,0.05,1,19,20,train
deepseek-v3.2-or,religions,51,161,0.8,16,4,20,train
deepseek-v3.2-or,religions,21,120,0.85,17,3,20,train
deepseek-v3.2-or,religions,69,153,0.55,11,9,20,train
deepseek-v3.2-or,religions,15,112,0.7,14,6,20,train
deepseek-v3.2-or,religions,56,113,0.15,3,17,20,train
deepseek-v3.2-or,religions,151,153,0,0,20,20,train
deepseek-v3.2-or,religions,60,98,0.15,3,17,20,train
deepseek-v3.2-or,religions,15,46,0.05,1,19,20,train
deepseek-v3.2-or,religions,50,139,0.2,4,16,20,train
deepseek-v3.2-or,religions,130,167,0.35,7,13,20,train
deepseek-v3.2-or,religions,130,162,0.25,5,15,20,train
deepseek-v3.2-or,religions,30,101,0.3,6,14,20,train
deepseek-v3.2-or,religions,60,77,0,0,20,20,train
deepseek-v3.2-or,religions,24,53,0.1,2,18,20,train
deepseek-v3.2-or,religions,5,7,0,0,20,20,train
deepseek-v3.2-or,religions,88,99,0,0,20,20,train
deepseek-v3.2-or,religions,8,61,0.7,14,6,20,train
deepseek-v3.2-or,religions,2,85,0.9,18,2,20,train
deepseek-v3.2-or,religions,45,97,0.9,18,2,20,train
deepseek-v3.2-or,religions,94,102,0,0,20,20,train
deepseek-v3.2-or,religions,99,143,0.9,18,2,20,train
deepseek-v3.2-or,religions,22,107,0.2,4,16,20,train
deepseek-v3.2-or,religions,119,153,0.35,7,13,20,train
deepseek-v3.2-or,religions,67,152,0.3,6,14,20,train
deepseek-v3.2-or,religions,73,108,0.1,2,18,20,train
deepseek-v3.2-or,religions,104,159,0.7,14,6,20,train
deepseek-v3.2-or,religions,13,120,0.75,15,5,20,train
deepseek-v3.2-or,religions,42,125,0.85,17,3,20,train
deepseek-v3.2-or,religions,44,149,0.95,19,1,20,train
deepseek-v3.2-or,religions,121,149,0.85,17,3,20,train
deepseek-v3.2-or,religions,48,75,0.9,18,2,20,train
deepseek-v3.2-or,religions,16,21,0,0,20,20,train
deepseek-v3.2-or,religions,44,154,0.9,18,2,20,train
deepseek-v3.2-or,religions,59,85,1,20,0,20,train
deepseek-v3.2-or,religions,20,44,0.9,18,2,20,train
deepseek-v3.2-or,religions,9,44,0,0,20,20,train
deepseek-v3.2-or,religions,16,155,0.9,18,2,20,train
deepseek-v3.2-or,religions,29,96,0.05,1,19,20,train
deepseek-v3.2-or,religions,36,71,0.05,1,19,20,train
deepseek-v3.2-or,religions,42,129,0.3,6,14,20,train
deepseek-v3.2-or,religions,104,149,0.85,17,3,20,train
deepseek-v3.2-or,religions,16,47,0.15,3,17,20,train
deepseek-v3.2-or,religions,70,161,0,0,20,20,train
deepseek-v3.2-or,religions,3,96,0.2,4,16,20,train
deepseek-v3.2-or,religions,44,97,0.95,19,1,20,train
deepseek-v3.2-or,religions,44,121,0.9,18,2,20,train
deepseek-v3.2-or,religions,7,89,0.8,16,4,20,train
deepseek-v3.2-or,religions,128,160,0.3,6,14,20,train
deepseek-v3.2-or,religions,11,31,0.8,16,4,20,train
deepseek-v3.2-or,religions,39,149,0.9,18,2,20,train
deepseek-v3.2-or,religions,42,47,0,0,20,20,train
deepseek-v3.2-or,religions,84,115,0.1,2,18,20,train
deepseek-v3.2-or,religions,35,37,0,0,20,20,train
deepseek-v3.2-or,religions,11,17,0.05,1,19,20,train
deepseek-v3.2-or,religions,25,138,0.05,1,19,20,train
deepseek-v3.2-or,religions,121,127,0,0,20,20,train
deepseek-v3.2-or,religions,13,39,0.8,16,4,20,train
deepseek-v3.2-or,religions,63,85,0.95,19,1,20,train
deepseek-v3.2-or,religions,16,39,0.9,18,2,20,train
deepseek-v3.2-or,religions,4,144,0.5,10,10,20,train
deepseek-v3.2-or,religions,19,154,0.9,18,2,20,train
deepseek-v3.2-or,religions,18,73,0.7,14,6,20,train
deepseek-v3.2-or,religions,81,166,0.25,5,15,20,train
deepseek-v3.2-or,religions,12,121,0.75,15,5,20,train
deepseek-v3.2-or,religions,132,160,0.8,16,4,20,train
deepseek-v3.2-or,religions,70,71,0,0,20,20,train
deepseek-v3.2-or,religions,2,35,0.25,5,15,20,train
deepseek-v3.2-or,religions,42,127,0.3,6,14,20,train
deepseek-v3.2-or,religions,18,104,0.3,6,14,20,train
deepseek-v3.2-or,religions,135,160,0.95,19,1,20,train
deepseek-v3.2-or,religions,9,17,0.05,1,19,20,train
deepseek-v3.2-or,religions,115,140,1,20,0,20,train
deepseek-v3.2-or,religions,42,102,0.3,6,14,20,train
deepseek-v3.2-or,religions,73,155,0.95,19,1,20,train
deepseek-v3.2-or,religions,54,76,0.95,19,1,20,train
deepseek-v3.2-or,religions,42,119,0.75,15,5,20,train
deepseek-v3.2-or,religions,121,125,0,0,20,20,train
deepseek-v3.2-or,religions,1,3,0,0,20,20,train
deepseek-v3.2-or,religions,11,121,0.75,15,5,20,train
deepseek-v3.2-or,religions,43,136,0.25,5,15,20,train
deepseek-v3.2-or,religions,113,116,0,0,20,20,train
deepseek-v3.2-or,religions,18,23,0.15,3,17,20,train
deepseek-v3.2-or,religions,32,142,0.9,18,2,20,train
deepseek-v3.2-or,religions,4,35,0.15,3,17,20,train
deepseek-v3.2-or,religions,71,150,0.8,16,4,20,train
deepseek-v3.2-or,religions,21,160,0.8,16,4,20,train
deepseek-v3.2-or,religions,25,106,0.75,15,5,20,train
deepseek-v3.2-or,religions,41,113,0.8,16,4,20,train
deepseek-v3.2-or,religions,9,42,0.1,2,18,20,train
deepseek-v3.2-or,religions,10,42,0.2,4,16,20,train
deepseek-v3.2-or,religions,44,73,0.15,3,17,20,train
deepseek-v3.2-or,religions,20,42,0.8,16,4,20,train
deepseek-v3.2-or,religions,75,129,0.85,17,3,20,train
deepseek-v3.2-or,religions,9,97,0.15,3,17,20,train
deepseek-v3.2-or,religions,120,129,0,0,20,20,train
deepseek-v3.2-or,religions,36,91,1,20,0,20,train
deepseek-v3.2-or,religions,48,125,0.9,18,2,20,train
deepseek-v3.2-or,religions,23,106,0.75,15,5,20,train
deepseek-v3.2-or,religions,71,91,0.9,18,2,20,train
deepseek-v3.2-or,religions,66,114,0.85,17,3,20,train
deepseek-v3.2-or,religions,134,136,0,0,20,20,train
deepseek-v3.2-or,religions,137,166,0.55,11,9,20,train
deepseek-v3.2-or,religions,67,121,0.85,17,3,20,train
deepseek-v3.2-or,religions,134,163,0.5,10,10,20,train
deepseek-v3.2-or,religions,119,142,0.9,18,2,20,train
deepseek-v3.2-or,religions,104,129,0.8,16,4,20,train
deepseek-v3.2-or,religions,23,98,0.8,16,4,20,train
deepseek-v3.2-or,religions,88,113,0.6,12,8,20,train
deepseek-v3.2-or,religions,70,149,0.85,17,3,20,train
deepseek-v3.2-or,religions,120,155,0.2,4,16,20,train
deepseek-v3.2-or,religions,20,155,0.75,15,5,20,train
deepseek-v3.2-or,religions,62,88,0.9,18,2,20,train
deepseek-v3.2-or,religions,73,102,0.3,6,14,20,train
deepseek-v3.2-or,religions,53,82,0.2,4,16,20,train
deepseek-v3.2-or,religions,54,165,1,20,0,20,train
deepseek-v3.2-or,religions,104,121,0.75,15,5,20,train
deepseek-v3.2-or,religions,121,155,0.25,5,15,20,train
deepseek-v3.2-or,religions,93,95,0,0,20,20,train
deepseek-v3.2-or,religions,50,81,0.25,5,15,20,train
deepseek-v3.2-or,religions,32,93,0.3,6,14,20,train
deepseek-v3.2-or,religions,43,98,0.95,19,1,20,train
deepseek-v3.2-or,religions,3,87,0.45,9,11,20,train
deepseek-v3.2-or,religions,35,65,0.2,4,16,20,train
deepseek-v3.2-or,religions,42,72,0.1,2,18,20,train
deepseek-v3.2-or,religions,53,111,0.3,6,14,20,train
deepseek-v3.2-or,religions,16,45,0.15,3,17,20,train
deepseek-v3.2-or,religions,36,154,0.15,3,17,20,train
deepseek-v3.2-or,religions,13,119,0.75,15,5,20,train
deepseek-v3.2-or,religions,45,73,0.7,14,6,20,train
deepseek-v3.2-or,religions,4,58,0.75,15,5,20,train
deepseek-v3.2-or,religions,17,159,0.3,6,14,20,train
deepseek-v3.2-or,religions,155,157,0,0,20,20,train
deepseek-v3.2-or,religions,74,149,0.9,18,2,20,train
deepseek-v3.2-or,religions,111,166,0.9,18,2,20,train
deepseek-v3.2-or,religions,41,90,1,20,0,20,train
deepseek-v3.2-or,religions,72,97,0.95,19,1,20,train
deepseek-v3.2-or,religions,47,121,0.85,17,3,20,train
deepseek-v3.2-or,religions,106,134,0.65,13,7,20,train
deepseek-v3.2-or,religions,142,145,0.1,2,18,20,train
deepseek-v3.2-or,religions,121,157,0.4,8,12,20,train
deepseek-v3.2-or,religions,42,74,0.35,7,13,20,train
deepseek-v3.2-or,religions,16,160,0.1,2,18,20,train
deepseek-v3.2-or,religions,131,149,0.9,18,2,20,train
deepseek-v3.2-or,religions,11,35,0.85,17,3,20,train
deepseek-v3.2-or,religions,10,93,0.9,18,2,20,train
deepseek-v3.2-or,religions,9,70,0.05,1,19,20,train
deepseek-v3.2-or,religions,12,47,0.15,3,17,20,train
deepseek-v3.2-or,religions,149,159,0.05,1,19,20,train
deepseek-v3.2-or,religions,19,148,0.8,16,4,20,train
deepseek-v3.2-or,religions,24,51,0.65,13,7,20,train
deepseek-v3.2-or,religions,33,64,0.2,4,16,20,train
deepseek-v3.2-or,religions,21,54,0,0,20,20,train
deepseek-v3.2-or,religions,9,19,0,0,20,20,train
deepseek-v3.2-or,religions,12,20,0,0,20,20,train
deepseek-v3.2-or,religions,42,150,0.95,19,1,20,train
deepseek-v3.2-or,religions,40,155,0.25,5,15,20,train
deepseek-v3.2-or,religions,11,34,0.85,17,3,20,train
deepseek-v3.2-or,religions,47,129,1,20,0,20,train
deepseek-v3.2-or,religions,12,156,0.25,5,15,20,train
deepseek-v3.2-or,religions,79,160,0.95,19,1,20,train
deepseek-v3.2-or,religions,86,116,0.15,3,17,20,train
deepseek-v3.2-or,religions,108,164,0.65,13,7,20,train
deepseek-v3.2-or,religions,9,74,0,0,20,20,train
deepseek-v3.2-or,religions,16,46,0.1,2,18,20,train
deepseek-v3.2-or,religions,88,89,0,0,20,20,train
deepseek-v3.2-or,religions,7,64,0.05,1,19,20,train
deepseek-v3.2-or,religions,64,88,0.85,17,3,20,train
deepseek-v3.2-or,religions,82,167,0.35,7,13,20,train
deepseek-v3.2-or,religions,105,155,0.75,15,5,20,train
deepseek-v3.2-or,religions,36,119,0.7,14,6,20,train
deepseek-v3.2-or,religions,43,106,0.2,4,16,20,train
deepseek-v3.2-or,religions,16,131,0.1,2,18,20,train
deepseek-v3.2-or,religions,13,131,0.15,3,17,20,train
deepseek-v3.2-or,religions,18,155,0.8,16,4,20,train
deepseek-v3.2-or,religions,33,119,0.35,7,13,20,train
deepseek-v3.2-or,religions,29,84,0.95,19,1,20,train
deepseek-v3.2-or,religions,73,164,0,0,20,20,train
deepseek-v3.2-or,religions,8,36,0.6,12,8,20,train
deepseek-v3.2-or,religions,34,35,0,0,20,20,train
deepseek-v3.2-or,religions,13,18,0,0,20,20,train
deepseek-v3.2-or,religions,81,137,0.6,12,8,20,train
deepseek-v3.2-or,religions,66,146,0.9,18,2,20,train
deepseek-v3.2-or,religions,41,89,1,20,0,20,train
deepseek-v3.2-or,religions,33,36,0,0,20,20,train
deepseek-v3.2-or,religions,13,159,0.35,7,13,20,train
deepseek-v3.2-or,religions,17,121,0.65,13,7,20,train
deepseek-v3.2-or,religions,121,128,0,0,20,20,train
deepseek-v3.2-or,religions,49,73,0.95,19,1,20,train
deepseek-v3.2-or,religions,88,142,0.9,18,2,20,train
deepseek-v3.2-or,religions,32,33,0,0,20,20,train
deepseek-v3.2-or,religions,69,121,0.9,18,2,20,train
deepseek-v3.2-or,religions,19,42,0.65,13,7,20,train
deepseek-v3.2-or,religions,54,133,0.85,17,3,20,train
deepseek-v3.2-or,religions,86,87,0,0,20,20,train
deepseek-v3.2-or,religions,6,56,0.65,13,7,20,train
deepseek-v3.2-or,religions,42,131,0.2,4,16,20,train
deepseek-v3.2-or,religions,4,66,0.05,1,19,20,train
deepseek-v3.2-or,religions,13,127,0.05,1,19,20,train
deepseek-v3.2-or,religions,17,48,0.05,1,19,20,train
deepseek-v3.2-or,religions,43,48,0,0,20,20,train
deepseek-v3.2-or,religions,7,119,0.2,4,16,20,train
deepseek-v3.2-or,religions,121,150,0.5,10,10,20,train
deepseek-v3.2-or,religions,137,165,0.75,15,5,20,train
deepseek-v3.2-or,religions,64,142,0.9,18,2,20,train
deepseek-v3.2-or,religions,19,129,0.8,16,4,20,train
deepseek-v3.2-or,religions,9,129,0.3,6,14,20,train
deepseek-v3.2-or,religions,9,75,0.15,3,17,20,train
deepseek-v3.2-or,religions,17,36,0.85,17,3,20,train
deepseek-v3.2-or,religions,75,160,0.2,4,16,20,train
deepseek-v3.2-or,religions,64,65,0,0,20,20,train
deepseek-v3.2-or,religions,123,155,0.35,7,13,20,train
deepseek-v3.2-or,religions,73,120,0.75,15,5,20,train
deepseek-v3.2-or,religions,37,71,0.2,4,16,20,train
deepseek-v3.2-or,religions,138,164,1,20,0,20,train
deepseek-v3.2-or,religions,16,67,0.8,16,4,20,train
deepseek-v3.2-or,religions,23,134,0.7,14,6,20,train
deepseek-v3.2-or,religions,11,154,0.2,4,16,20,train
deepseek-v3.2-or,religions,13,16,0,0,20,20,train
deepseek-v3.2-or,religions,91,93,0,0,20,20,train
deepseek-v3.2-or,religions,42,158,0.55,11,9,20,train
deepseek-v3.2-or,religions,157,159,0,0,20,20,train
deepseek-v3.2-or,religions,41,88,0.85,17,3,20,train
deepseek-v3.2-or,religions,13,117,0.85,17,3,20,train
deepseek-v3.2-or,religions,88,146,0.4,8,12,20,train
