pair_uid,judge_index,vote_raw,winner_condition,success
highlow_main:essay:deepseek-v3.2-or:religions:63:0,2,X,high,true
highlow_main:essay:deepseek-v3.2-or:religions:63:0,3,X,high,true
highlow_main:essay:deepseek-v3.2-or:religions:63:1,1,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:63:1,2,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:63:1,3,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:64:0,1,X,high,true
highlow_main:essay:deepseek-v3.2-or:religions:64:0,2,X,high,true
highlow_main:essay:deepseek-v3.2-or:religions:64:0,3,X,high,true
highlow_main:essay:deepseek-v3.2-or:religions:64:1,1,Y,low,true
highlow_main:essay:deepseek-v3.2-or:religions:64:1,2,TIE,tie,true
highlow_main:essay:deepseek-v3.2-or:religions:64:1,3,Y,low,true
highlow_main:essay:deepseek-v3.2-or:religions:65:0,1,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:65:0,2,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:65:0,3,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:65:1,1,TIE,tie,true
highlow_main:essay:deepseek-v3.2-or:religions:65:1,2,X,high,true
highlow_main:essay:deepseek-v3.2-or:religions:65:1,3,X,high,true
highlow_main:essay:deepseek-v3.2-or:religions:66:0,1,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:66:0,2,TIE,tie,true
highlow_main:essay:deepseek-v3.2-or:religions:66:0,3,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:66:1,1,Y,low,true
highlow_main:essay:deepseek-v3.2-or:religions:66:1,2,TIE,tie,true
highlow_main:essay:deepseek-v3.2-or:religions:66:1,3,X,high,true
highlow_main:essay:deepseek-v3.2-or:religions:67:0,1,TIE,tie,true
highlow_main:essay:deepseek-v3.2-or:religions:67:0,2,TIE,tie,true
highlow_main:essay:deepseek-v3.2-or:religions:67:0,3,TIE,tie,true
highlow_main:essay:deepseek-v3.2-or:religions:67:1,1,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:67:1,2,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:67:1,3,TIE,tie,true
highlow_main:essay:deepseek-v3.2-or:religions:68:0,1,X,high,true
highlow_main:essay:deepseek-v3.2-or:religions:68:0,2,X,high,true
highlow_main:essay:deepseek-v3.2-or:religions:68:0,3,TIE,tie,true
highlow_main:essay:deepseek-v3.2-or:religions:68:1,1,TIE,tie,true
highlow_main:essay:deepseek-v3.2-or:religions:68:1,2,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:68:1,3,TIE,tie,true
highlow_main:essay:deepseek-v3.2-or:religions:69:0,1,X,high,true
highlow_main:essay:deepseek-v3.2-or:religions:69:0,2,Y,low,true
highlow_main:essay:deepseek-v3.2-or:religions:69:0,3,Y,low,true
highlow_main:essay:deepseek-v3.2-or:religions:69:1,1,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:69:1,2,TIE,tie,true
highlow_main:essay:deepseek-v3.2-or:religions:69:1,3,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:70:0,1,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:70:0,2,Y,high,true
highlow_main:essay:deepseek-v3.2-or:religions:70:0,3,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:70:1,1,TIE,tie,true
highlow_main:essay:deepseek-v3.2-or:religions:70:1,2,X,high,true
highlow_main:essay:deepseek-v3.2-or:religions:70:1,3,X,high,true
highlow_main:essay:deepseek-v3.2-or:religions:71:0,1,TIE,tie,true
highlow_main:essay:deepseek-v3.2-or:religions:71:0,2,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:71:0,3,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:71:1,1,X,high,true
highlow_main:essay:deepseek-v3.2-or:religions:71:1,2,X,high,true
highlow_main:essay:deepseek-v3.2-or:religions:71:1,3,X,high,true
highlow_main:essay:deepseek-v3.2-or:religions:72:0,1,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:72:0,2,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:72:0,3,Y,high,true
highlow_main:essay:deepseek-v3.2-or:religions:72:1,1,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:72:1,2,Y,high,true
highlow_main:essay:deepseek-v3.2-or:religions:72:1,3,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:73:0,1,X,high,true
highlow_main:essay:deepseek-v3.2-or:religions:73:0,2,TIE,tie,true
highlow_main:essay:deepseek-v3.2-or:religions:73:0,3,TIE,tie,true
highlow_main:essay:deepseek-v3.2-or:religions:73:1,1,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:73:1,2,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:73:1,3,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:74:0,1,X,high,true
highlow_main:essay:deepseek-v3.2-or:religions:74:0,2,X,high,true
highlow_main:essay:deepseek-v3.2-or:religions:74:0,3,X,high,true
highlow_main:essay:deepseek-v3.2-or:religions:74:1,1,X,high,true
highlow_main:essay:deepseek-v3.2-or:religions:74:1,2,X,high,true
highlow_main:essay:deepseek-v3.2-or:religions:74:1,3,X,high,true
highlow_main:essay:deepseek-v3.2-or:religions:75:0,1,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:75:0,2,TIE,tie,true
highlow_main:essay:deepseek-v3.2-or:religions:75:0,3,TIE,tie,true
highlow_main:essay:deepseek-v3.2-or:religions:75:1,1,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:75:1,2,Y,high,true
highlow_main:essay:deepseek-v3.2-or:religions:75:1,3,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:76:0,1,X,high,true
highlow_main:essay:deepseek-v3.2-or:religions:76:0,2,TIE,tie,true
highlow_main:essay:deepseek-v3.2-or:religions:76:0,3,X,high,true
highlow_main:essay:deepseek-v3.2-or:religions:76:1,1,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:76:1,2,TIE,tie,true
highlow_main:essay:deepseek-v3.2-or:religions:76:1,3,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:77:0,1,X,high,true
highlow_main:essay:deepseek-v3.2-or:religions:77:0,2,TIE,tie,true
highlow_main:essay:deepseek-v3.2-or:religions:77:0,3,X,high,true
highlow_main:essay:deepseek-v3.2-or:religions:77:1,1,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:77:1,2,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:77:1,3,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:78:0,1,Y,low,true
highlow_main:essay:deepseek-v3.2-or:religions:78:0,2,Y,low,true
highlow_main:essay:deepseek-v3.2-or:religions:78:0,3,X,high,true
highlow_main:essay:deepseek-v3.2-or:religions:78:1,1,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:78:1,2,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:78:1,3,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:79:0,1,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:79:0,2,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:79:0,3,X,low,true
highlow_main:essay:deepseek-v3.2-or:religions:79:1,1,X,high,true
highlow_main:essay:deepseek-v3.2-or:religions:79:1,2,X,high,true
highlow_main:essay:deepseek-v3.2-or:religions:79:1,3,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:0:0,1,Y,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:0:0,2,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:0:0,3,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:0:1,1,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:0:1,2,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:0:1,3,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:0:2,1,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:0:2,2,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:0:2,3,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:0:3,1,Y,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:0:3,2,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:0:3,3,Y,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:1:0,1,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:1:0,2,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:1:0,3,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:1:1,1,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:1:1,2,Y,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:1:1,3,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:1:2,1,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:1:2,2,Y,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:1:2,3,Y,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:1:3,1,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:1:3,2,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:1:3,3,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:2:0,1,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:2:0,2,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:2:0,3,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:2:1,1,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:2:1,2,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:2:1,3,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:2:2,1,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:2:2,2,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:2:2,3,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:2:3,1,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:2:3,2,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:2:3,3,Y,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:3:0,1,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:3:0,2,Y,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:3:0,3,Y,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:3:1,1,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:3:1,2,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:3:1,3,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:3:2,1,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:3:2,2,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:3:2,3,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:3:3,1,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:3:3,2,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:3:3,3,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:4:0,1,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:4:0,2,Y,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:4:0,3,Y,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:4:1,1,Y,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:4:1,2,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:4:1,3,Y,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:4:2,1,Y,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:4:2,2,Y,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:4:2,3,Y,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:4:3,1,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:4:3,2,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:4:3,3,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:5:0,1,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:5:0,2,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:5:0,3,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:5:1,1,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:5:1,2,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:5:1,3,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:5:2,1,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:5:2,2,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:5:2,3,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:5:3,1,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:5:3,2,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:5:3,3,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:6:0,1,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:6:0,2,Y,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:6:0,3,Y,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:6:1,1,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:6:1,2,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:6:1,3,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:6:2,1,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:6:2,2,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:6:2,3,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:6:3,1,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:6:3,2,Y,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:6:3,3,Y,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:7:0,1,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:7:0,2,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:7:0,3,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:7:1,1,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:7:1,2,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:7:1,3,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:7:2,1,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:7:2,2,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:7:2,3,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:7:3,1,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:7:3,2,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:7:3,3,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:8:0,1,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:8:0,2,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:8:0,3,Y,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:8:1,1,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:8:1,2,Y,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:8:1,3,Y,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:8:2,1,Y,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:8:2,2,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:8:2,3,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:8:3,1,Y,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:8:3,2,Y,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:8:3,3,Y,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:9:0,1,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:9:0,2,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:9:0,3,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:9:1,1,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:9:1,2,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:9:1,3,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:9:2,1,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:9:2,2,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:9:2,3,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:9:3,1,Y,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:9:3,2,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:9:3,3,Y,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:10:0,1,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:10:0,2,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:10:0,3,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:10:1,1,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:10:1,2,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:10:1,3,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:10:2,1,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:10:2,2,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:10:2,3,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:10:3,1,Y,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:10:3,2,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:10:3,3,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:11:0,1,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:11:0,2,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:11:0,3,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:11:1,1,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:11:1,2,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:11:1,3,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:11:2,1,Y,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:11:2,2,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:11:2,3,Y,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:11:3,1,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:11:3,2,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:11:3,3,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:12:0,1,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:12:0,2,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:12:0,3,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:12:1,1,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:12:1,2,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:12:1,3,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:12:2,1,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:12:2,2,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:12:2,3,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:12:3,1,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:12:3,2,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:12:3,3,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:13:0,1,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:13:0,2,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:13:0,3,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:13:1,1,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:13:1,2,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:13:1,3,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:13:2,1,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:13:2,2,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:13:2,3,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:13:3,1,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:13:3,2,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:13:3,3,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:14:0,1,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:14:0,2,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:14:0,3,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:14:1,1,Y,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:14:1,2,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:14:1,3,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:14:2,1,Y,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:14:2,2,Y,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:14:2,3,Y,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:14:3,1,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:14:3,2,Y,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:14:3,3,Y,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:15:0,1,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:15:0,2,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:15:0,3,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:15:1,1,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:15:1,2,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:15:1,3,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:15:2,1,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:15:2,2,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:15:2,3,X,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:15:3,1,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:15:3,2,Y,low,true
highlow_same_count:essay:deepseek-v3.2-or:religions:15:3,3,TIE,tie,true
highlow_same_count:essay:deepseek-v3.2-or:religions:16:0,1,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:16:0,2,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:16:0,3,X,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:16:1,1,Y,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:16:1,2,Y,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:16:1,3,Y,high,true
highlow_same_count:essay:deepseek-v3.2-or:religions:16:2,1,TIE,tie,true
